Time,Mem,CPU,Labels,Annotations
11:48:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
11:48:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
11:49:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
11:49:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
11:49:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
11:50:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
11:50:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
11:50:01,0.7,99.6,20914,user4:j258:p20914:lmp -in in.free_sampling
11:51:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
11:51:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
11:51:01,0.7,99.6,20914,user4:j258:p20914:lmp -in in.free_sampling
11:52:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
11:52:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
11:52:01,0.7,99.6,20914,user4:j258:p20914:lmp -in in.free_sampling
11:53:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
11:53:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
11:53:01,0.7,99.6,20914,user4:j258:p20914:lmp -in in.free_sampling
11:54:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
11:54:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
11:54:01,0.7,99.6,20914,user4:j258:p20914:lmp -in in.free_sampling
11:55:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
11:55:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
11:55:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
11:56:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
11:56:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
11:56:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
11:57:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
11:57:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
11:57:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
11:58:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
11:58:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
11:58:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
11:59:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
11:59:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
11:59:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
12:00:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
12:00:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
12:00:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
12:01:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
12:01:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
12:01:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
12:02:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
12:02:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
12:02:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
12:03:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
12:03:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
12:03:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
12:04:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
12:04:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
12:04:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
12:05:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
12:05:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
12:05:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
12:06:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
12:06:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
12:06:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
12:08:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
12:08:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
12:08:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
12:09:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
12:09:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
12:09:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
12:10:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
12:10:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
12:10:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
12:11:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
12:11:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
12:11:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
12:12:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
12:12:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
12:12:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
12:13:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
12:13:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
12:13:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
12:14:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
12:14:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
12:14:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
12:15:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
12:15:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
12:15:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
12:16:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
12:16:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
12:16:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
12:17:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
12:17:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
12:17:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
12:18:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
12:18:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
12:18:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
12:19:01,0.1,0.0,20905,root:j258:p20905:slurmstepd: [258.batch]
12:19:01,0.1,0.0,20912,"user4:j258:p20912:mpirun --allow-run-as-root --mca btl self,vader --map-by l3cache ..."
12:19:01,0.7,99.7,20914,user4:j258:p20914:lmp -in in.free_sampling
